Role	Perspective	Actor Keyword(s)	Target Keyword(s)	Behavior Path	Animation Path(s)
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\PlasmaPistol\Synth, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Player, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Synth, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Player, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Synth, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Player, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimSynth	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Synth, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Player, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\PlasmaPistol\Synth, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Player, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, AnimSynth	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Synth, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Player, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimSynth	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Synth, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	AnimArchetypePlayer	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Player, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	AnimSynth	AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol\Synth, Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd		AnimsGripPistol, AnimsPlasmaPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PlasmaPistol, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistol\Injured\OnGround, Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Player, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\PipeRiflePistol\Player, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistol\Injured\OnGround, Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\PipeRiflePistolSA\Synth, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Synth, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Player, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Player, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Synth, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Synth, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Player, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Player, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Synth, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Synth, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRiflePistolSA\Player, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Player, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimSynth	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRiflePistolSA\Synth, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Synth, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistol\Injured\OnGround, Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Player, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Injured\OnGround, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\PipeRiflePistol\Player, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistol\Injured\OnGround, Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\PipeRiflePistolSA\Synth, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Synth, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Player, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Player, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimSynth	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Synth, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Synth, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Player, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Player, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA\Synth, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Synth, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, AnimArchetypePlayer	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRiflePistolSA\Player, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Player, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, AnimSynth	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRiflePistolSA\Synth, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol\Synth, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsGripPistol, AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRiflePistolSA, Actors\Character\Animations\Weapon\PipeRiflePistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Paired, Actors\Character\Animations
